Orig_Inv_Ttl_Prod_Value,DateTransactionJulian,DateInvoiceJulian,Total_Credit,Orig_Inv_Total_Due,Reference1,NameAlpha,State,City,ZipCodePostal,Country,City99,Return_By_State,Return_By_Zip,Return_Country,Error_Desc
161.64,2022-01-29,2022-02-01,145.476,161.64,ORX-2111-10001,CARDINAL HEALTH,NJ,SWEDESBORO,08085,USA,FONTANA,CA,92336,USA,
110.64,2022-01-28,2022-01-31,99.576,110.64,ORX-AL-1003,CARDINAL HEALTH,IL,AURORA,60502,USA,ALEXANDRIA,LA,71301,USA,
707.74,2022-01-10,2022-02-04,636.966,707.74,ORX-AL-2520,CARDINAL HEALTH,IL,AURORA,60502,USA,VALPARAISO,IN,46383,USA,
87.72,2022-01-31,2022-02-01,78.948,87.72,ORX-AM-0488,CARDINAL HEALTH,IL,AURORA,60502,USA,CAMDEN,NJ,08102,USA,
46.93,2022-01-29,2022-02-01,42.237,46.93,ORX-AM-0639,CARDINAL HEALTH,IL,AURORA,60502,USA,PHOENIX,AZ,85032,USA,
273.01,2022-01-29,2022-02-01,245.709,273.01,ORX-AM-0680,CARDINAL HEALTH,IL,AURORA,60502,USA,POMONA,NJ,08240,USA,
539.15,2022-01-29,2022-02-01,485.235,539.15,ORX-AM-0744,CARDINAL HEALTH,IL,AURORA,60502,USA,FREEPORT,IL,61032,USA,
46.93,2022-01-28,2022-01-31,42.237,46.93,ORX1R-2111-20300,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,RESEDA,CA,91335,USA,
708.74,2022-01-28,2022-01-31,637.866,708.74,ORX1R-AL-0815,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,KAPOLEI,HI,96707,USA,
431.32,2022-01-21,2022-02-04,388.188,431.32,ORX1R-AL-1619,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,IRVING,TX,75038,USA,
707.74,2022-01-05,2022-02-04,636.966,707.74,ORX1R-AL-2106,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,ORLANDO,FL,32809,USA,
56.28,2022-01-31,2022-02-01,50.652,56.28,ORX1R-AM-0417,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,PFLUGERVILLE,TX,78660,USA,
1509.62,2022-01-28,2022-01-31,1358.658,1509.62,ORX1R-AM-1101,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,WOODLAND HILLS,CA,91364,USA,
4575.39,2022-01-28,2022-01-31,4117.851000000001,4575.39,ORX1R-AM-1167,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,WEST COVINA,CA,91790,USA,
322.49,2022-01-28,2022-01-31,290.241,322.49,ORX1R-AM-1174,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,WEST COVINA,CA,91790,USA,
74.77,2022-01-28,2022-02-01,67.29299999999999,74.77,ORXR-2111-30145,MCKESSON CORPORATION,OK,OKLAHOMA CITY,73179,USA,CARROLLTON,TX,75006,USA,
478.19,2022-01-29,2022-02-01,430.371,478.19,ORXR-AM-0659,MCKESSON CORPORATION,IL,AURORA,60502,USA,WYLIE,TX,75098,USA,
446.4,2021-07-28,2021-08-02,401.76,446.4,PLKU4301121-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,CARLSBAD,CA,92010,USA,
273.99,2021-08-02,2021-08-06,246.591,273.99,PLR06405697102153-C,AMERISOURCEBERGEN DRUG CORP,OH,LOCKBOURNE,43137,USA,CLEVELAND,OH,44109,USA,
3005.76,2021-07-30,2021-08-04,2705.184,3005.76,PMCO-PMCO3007071819,AMERISOURCEBERGEN DRUG CORP,FL,ORLANDO,32829,USA,DENVER,CO,80216,USA,
448.8,2021-07-30,2021-08-04,403.92,448.8,PMIN-PMIN3006081267,AMERISOURCEBERGEN DRUG CORP,FL,ORLANDO,32829,USA,WHITESTOWN,IN,46075,USA,
1884.21,2021-07-30,2021-08-04,1695.789,1884.21,PMIN-PMIN3006231819,AMERISOURCEBERGEN DRUG CORP,FL,ORLANDO,32829,USA,WHITESTOWN,IN,46075,USA,
1536.84,2021-07-30,2021-08-04,1383.156,1536.84,PMIN-PMIN3006511819,AMERISOURCEBERGEN DRUG CORP,FL,ORLANDO,32829,USA,WHITESTOWN,IN,46075,USA,
1659.0,2021-07-30,2021-08-02,1493.1,1659.0,PMIN-PMIN3006551267,AMERISOURCEBERGEN DRUG CORP,FL,ORLANDO,32829,USA,WHITESTOWN,IN,46075,USA,
7694.73,2021-07-30,2021-08-04,6925.257,7694.73,PMIN-PMIN3006551819,AMERISOURCEBERGEN DRUG CORP,FL,ORLANDO,32829,USA,WHITESTOWN,IN,46075,USA,
3342.1,2021-07-31,2021-08-02,3007.89,3342.1,PMMN-PMMN2888751819,AMERISOURCEBERGEN DRUG CORP,FL,ORLANDO,32829,USA,SHAKOPEE,MN,55379,USA,
940.21,2021-06-02,2021-08-02,846.189,940.21,PMMS-PMMS2888991819,AMERISOURCEBERGEN DRUG CORP,FL,ORLANDO,32829,USA,OLIVE BRANCH,MS,38654,USA,
6270.6,2021-07-30,2021-08-04,5643.54,6270.6,PMPA-PMPA2902481819,AMERISOURCEBERGEN DRUG CORP,FL,ORLANDO,32829,USA,THOROFARE,NJ,08086,USA,
279.69,2021-07-27,2021-08-02,251.721,279.69,PRS240435,AMERISOURCEBERGEN DRUG CORP,AL,PELHAM,35124,USA,GADSDEN,AL,35901,USA,
114.65,2021-07-31,2021-08-05,103.185,114.65,QCR05396520102153-A,CARDINAL HEALTH,IL,AURORA,60502,USA,FORT MYERS,FL,33908,USA,
343.95,2021-07-30,2021-08-02,309.555,343.95,QCR05416351102153-A,CARDINAL HEALTH,IL,AURORA,60502,USA,DRIGGS,ID,83422,USA,
200.0,2021-07-31,2021-08-05,180.0,200.0,RCXHM32209121,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,PEABODY,MA,01960,USA,
336.52,2021-07-30,2021-08-02,302.868,336.52,RCXM7109121,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,KNOXVILLE,TN,37931,USA,
25.64,2021-08-03,2021-08-05,23.076,25.64,RCXM7809121,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,KNOXVILLE,TN,37931,USA,
8.76,2021-08-03,2021-08-05,7.883999999999999,8.76,RCXM7909121,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,KNOXVILLE,TN,37931,USA,
1.43,2021-07-29,2021-08-02,1.287,1.43,RCXXM62409121,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,OAKLAND GARDENS,NY,11364,USA,
27.97,2021-07-31,2021-08-06,25.173,27.97,RXR68592A4510A,CARDINAL HEALTH,WV,WHEELING,26003,USA,WHEELING,WV,26003,USA,
358.32,2021-07-31,2021-08-06,322.488,358.32,RXR68593A3473A,CARDINAL HEALTH,IL,AURORA,60502,USA,WHEELING,WV,26003,USA,
195.3,2021-07-31,2021-08-06,175.77,195.3,RXR75080A4510,CARDINAL HEALTH,WV,WHEELING,26003,USA,WHEELING,WV,26003,USA,
325.48,2021-07-31,2021-08-06,292.932,325.48,RXR75083A3473,CARDINAL HEALTH,WV,WHEELING,26003,USA,WHEELING,WV,26003,USA,
264.0,2021-07-16,2021-08-06,237.6,264.0,RXR76533A4510,CARDINAL HEALTH,WV,WHEELING,26003,USA,NEW BERN,NC,28560,USA,
2323.99,2021-07-16,2021-08-06,2091.591,2323.99,RXR76534A4510,CARDINAL HEALTH,WV,WHEELING,26003,USA,WHEELING,WV,26003,USA,
2.04,2021-07-16,2021-08-06,1.836,2.04,RXR76590A4510,CARDINAL HEALTH,WV,WHEELING,26003,USA,CLEVELAND,NC,27013,USA,
818.25,2021-07-16,2021-08-06,736.425,818.25,RXR76593A4510,CARDINAL HEALTH,WV,WHEELING,26003,USA,WHEELING,WV,26003,USA,
4925.24,2021-07-16,2021-08-06,4432.716,4925.24,RXR76664A3473,CARDINAL HEALTH,WV,WHEELING,26003,USA,WHEELING,WV,26003,USA,
8738.24,2021-07-16,2021-08-06,7864.415999999998,8738.24,RXR77277A4510,CARDINAL HEALTH,WV,WHEELING,26003,USA,WHEELING,WV,26003,USA,
3553.05,2021-07-17,2021-08-06,3197.745,3553.05,RXR80329A3473,CARDINAL HEALTH,WV,WHEELING,26003,USA,WHEELING,WV,26003,USA,
118.5,2021-07-17,2021-08-04,106.65,118.5,RXR80494A4510,CARDINAL HEALTH,WV,WHEELING,26003,USA,WHEELING,WV,26003,USA,
642.77,2021-07-17,2021-08-04,578.493,642.77,RXR80888A3473,CARDINAL HEALTH,WV,WHEELING,26003,USA,WHEELING,WV,26003,USA,
1020.36,2021-07-17,2021-08-06,918.324,1020.36,RXR81151A4510,CARDINAL HEALTH,WV,WHEELING,26003,USA,WHEELING,WV,26003,USA,
3207.53,2021-07-17,2021-08-04,2886.777,3207.53,RXR81273A3473,CARDINAL HEALTH,WV,WHEELING,26003,USA,WHEELING,WV,26003,USA,
247.63,2021-07-17,2021-08-04,222.867,247.63,RXR81275A4510,CARDINAL HEALTH,WV,WHEELING,26003,USA,WHEELING,WV,26003,USA,
439.68,2021-08-03,2021-08-06,395.712,439.68,RXRD1130346,AMERISOURCEBERGEN,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
388.04,2021-08-03,2021-08-06,349.236,388.04,RXRD1130371,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
66.39,2021-07-28,2021-08-02,59.751,66.39,SAM07210033236,AMERISOURCEBERGEN DRUG CORPORA,MN,SHAKOPEE,55379,USA,BENTONVILLE,AR,72716,USA,
33.84,2021-07-21,2021-08-04,30.456000000000003,33.84,TCX3M27Z06812,AMERISOURCEBERGEN DRUG CORPORATION,MS,OLIVE BRANCH,38654,USA,HATTIESBURG,MS,39401,USA,
29.96,2021-07-31,2021-08-05,26.964,29.96,TCX3M48208401,NC MUTUAL WHOLESALER DRUG CO,NC,DURHAM,27702,USA,MOUNT AIRY,NC,27030,USA,
38.09,2021-07-27,2021-08-02,34.281000000000006,38.09,TCX3M4CG08401,N C MUTUAL WHOLESALE DRUG CO,NC,DURHAM,27703,USA,LUMBERTON,NC,28358,USA,
57.93,2021-07-31,2021-08-06,52.137,57.93,TCXAM31008401,NC MUTUAL WHOLESALER DRUG CO,NC,DURHAM,27702,USA,ELIZABETHTOWN,NC,28337,USA,
24.11,2021-07-21,2021-08-04,21.699,24.11,TCXDM31906812,J M SMITH CORPORATION,SC,SPARTANBURG,29301,USA,SEAGROVE,NC,27341,USA,
91.94,2021-07-27,2021-08-02,82.746,91.94,TCXDM50308401,NC MUTUAL WHOLESALER DRUG CO,NC,DURHAM,27702,USA,PINK HILL,NC,28572,USA,
0.0,2021-07-28,2021-07-31,0.0,0.0,TCXDM61208401,J M SMITH CORPORATION,SC,SPARTANBURG,29301,USA,KING,NC,27021,USA,
30.0,2021-07-21,2021-08-04,27.0,30.0,TCXDM61306813,J M SMITH CORPORATION,SC,SPARTANBURG,29301,USA,KERNERSVILLE,NC,27284,USA,
74.15,2021-07-31,2021-08-05,66.735,74.15,TCXQM41208401,NC MUTUAL WHOLESALER DRUG CO,NC,DURHAM,27702,USA,BEULAVILLE,NC,28518,USA,
39.86,2021-07-27,2021-08-02,35.874,39.86,TCXQM50508401,N C MUTUAL WHOLESALE DRUG CO,NC,DURHAM,27703,USA,FOUR OAKS,NC,27524,USA,
22.55,2021-07-21,2021-08-04,20.295,22.55,TCXQM61306811,J M SMITH CORPORATION,SC,SPARTANBURG,29301,USA,GREENVILLE,NC,27858,USA,
30.69,2021-07-16,2021-08-04,27.621,30.69,TCXQM61308401,J M SMITH CORPORATION,SC,SPARTANBURG,29301,USA,GREENVILLE,NC,27858,USA,
25.5,2021-07-21,2021-08-04,22.95,25.5,TCXQM70106811,CARDINAL HEALTH,NC,GREENSBORO,27407,USA,BENSON,NC,27504,USA,
61.81,2021-07-21,2021-08-04,55.629000000000005,61.81,TCXQM70506811,N C MUTUAL WHOLESALE DRUG CO,NC,DURHAM,27703,USA,KENLY,NC,27542,USA,
54.46,2021-07-31,2021-08-06,49.014,54.46,TCXRM40508401,MORRIS & DICKSON,LA,SHREVEPORT,71115,USA,MERIDIAN,MS,39307,USA,
27.51,2021-07-21,2021-08-04,24.759,27.51,TCXRM52306811,MCKESSON CORPORATION,AL,MCCALLA,35111,USA,BRANDON,MS,39042,USA,
1412.01,2021-08-05,2021-08-06,1270.809,1412.01,WGC21300083008,AMERISOURCEBERGEN DRUG CORP,PA,BETHLEHEM,18017,USA,DEERFIELD,IL,60015,USA,
540.0,2021-07-14,2021-08-02,486.0,540.0,WHY0521,J M SMITH CORPORATION,OH,CAREY,43316,USA,NEW PARIS,PA,15554,USA,
221.41,2021-07-30,2021-08-02,199.269,221.41,WMT21140053314,MCKESSON CORPORATION,TX,CONROE,77303,USA,BENTONVILLE,AR,72716,USA,
5.46,2021-08-02,2021-08-06,4.914,5.46,WPS07210006967,AMERISOURCEBERGEN DRUG CORP,PA,BETHLEHEM,18017,USA,PITTSBURG,PA,15275,USA,
85.0,2021-08-02,2021-08-04,76.5,94.5,CAH072133500,CARDINAL HEALTH,TX,EL PASO,79998-2200,USA,EL PASO,TX,79998-2200,USA,
1807.61,2021-08-06,2021-08-06,1626.849,1825.75,EXPAH001153796,EXP AMERISOURCEBERGEN HOSP ACC,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
130.05,2021-07-29,2021-08-03,117.04500000000002,131.36,EXPRH-0721161010,MORRIS DICKSON CO,LA,SHREVEPORT,71115,USA,SHREVEPORT,LA,71115,USA,
532.0,2021-06-10,2021-08-09,478.8,532.0,04215659532,MCKESSON CORPORATION,OH,WASHINGTON CT HOUSE,43160,USA,TIPP CITY,OH,45371,USA,
420.0,2021-07-15,2021-08-11,378.0,420.0,08527ARK254510,MCKESSON CORPORATION,NJ,ROBBINSVILLE,08691,USA,JACKSON,NJ,08527,USA,
13.49,2021-07-15,2021-08-11,12.141,13.49,496810ARK124510,CARDINAL HEALTH,IL,AURORA,60502,USA,BRONX,NY,10459,USA,
25.87,2021-07-01,2021-08-09,23.283,25.87,501361,MORRIS & DICKSON,LA,SHREVEPORT,71115,USA,TEXARKANA,TX,75503,USA,
38.82,2021-07-01,2021-08-09,34.938,38.82,501390,AMERISOURCEBERGEN,NJ,THOROFARE,08086,USA,POUNDING MILL,VA,24637,USA,
253.95,2021-08-10,2021-08-13,228.555,253.95,502725,CARDINAL HEALTH,TX,ROANOKE,76262,USA,WOODWARD,OK,73801,USA,
14.61,2021-07-27,2021-08-09,13.149,14.61,7173590294,MCKESSON CORPORATION,TX,CONROE,77303,USA,SAN ANTONIO,TX,78229,USA,
14.61,2021-07-27,2021-08-09,13.149,14.61,7177439237,MCKESSON CORPORATION,TX,CONROE,77303,USA,SAN ANTONIO,TX,78229,USA,
13.0,2021-07-23,2021-08-13,11.7,13.0,ALB0721,MCKESSON CORPORATION,NY,WEST SENECA,14224,USA,ALBION,PA,16401,USA,
10.05,2021-07-31,2021-08-13,9.045,10.05,AM042121IC21819,MCKESSON CORPORATION,TX,CONROE,77303,USA,SUGAR LAND,TX,77479,USA,
282.03,2021-08-10,2021-08-10,253.827,282.03,AM070921AC21819,J M SMITH CORPORATION,GA,VALDOSTA,31601,USA,ALMA,GA,31510,USA,
467.75,2021-07-30,2021-08-12,420.975,467.75,ARKPP1181Z4510,CARDINAL HEALTH,IL,AURORA,60502,USA,HEWLETT,NY,11557,USA,
490.52,2021-07-31,2021-08-07,441.468,490.52,ARKPP1M714510C,CARDINAL HEALTH,IL,AURORA,60502,USA,MILLTOWN,NJ,08850,USA,
5.35,2021-07-15,2021-08-11,4.815,5.35,ARKPP1M764510FD,CARDINAL HEALTH,IL,AURORA,60502,USA,BRONX,NY,10467,USA,
467.75,2021-07-30,2021-08-12,420.975,467.75,ARKPP4Z1684510,CARDINAL HEALTH,IL,AURORA,60502,USA,BRONX,NY,10452,USA,
2.0,2021-07-15,2021-08-11,1.8,2.0,ARKPP50V04510,CARDINAL HEALTH,IL,AURORA,60502,USA,SUNNYSIDE,NY,11104,USA,
21.35,2021-07-23,2021-08-13,19.215,21.35,ARKPP50V24510,CARDINAL HEALTH,IL,AURORA,60502,USA,FAR ROCKAWAY,NY,11691,USA,
94.08,2021-07-23,2021-08-13,84.672,94.08,ARKPP50V44510,CARDINAL HEALTH,IL,AURORA,60502,USA,CAMBRIA HEIGHTS,NY,11411,USA,
5.35,2021-07-30,2021-08-12,4.815,5.35,ARKPP7V564510,CARDINAL HEALTH,IL,AURORA,60502,USA,HEMPSTEAD,NY,11550,USA,
714.56,2021-07-15,2021-08-11,643.1039999999999,714.56,ARKPP81M84510FD,CARDINAL HEALTH,IL,AURORA,60502,USA,BROOKLYN,NY,11219,USA,
467.75,2021-07-30,2021-08-12,420.975,467.75,ARKPP82Z764510A,CARDINAL HEALTH,IL,AURORA,60502,USA,FLUSHING,NY,11367,USA,
274.35,2021-07-23,2021-08-13,246.915,274.35,ARKPP8V984510,CARDINAL HEALTH,IL,AURORA,60502,USA,FLUSHING,NY,11355,USA,
467.75,2021-07-30,2021-08-12,420.975,467.75,ARKPPZ63854510,CARDINAL HEALTH,IL,AURORA,60502,USA,NEW YORK,NY,10033,USA,
2713.68,2021-08-11,2021-08-13,2442.312,2713.68,CVS213100131556,CVS HEALTH,RI,WOONSOCKET,02895,USA,WOONSOCKET,RI,02895,USA,
664.24,2021-07-27,2021-08-09,597.816,664.24,DEL0521CFF65162,CARDINAL HEALTH,WV,WHEELING,26003,USA,BROOKLYN,NY,11235,USA,
170.7,2021-07-19,2021-08-10,153.63,170.7,DEL0621CGI00115,CARDINAL HEALTH,WV,WHEELING,26003,USA,KISSIMMEE,FL,34744,USA,
29.31,2021-07-19,2021-08-10,26.379,29.31,DEL0621CGI53746,CARDINAL HEALTH,WV,WHEELING,26003,USA,KISSIMMEE,FL,34744,USA,
16.49,2021-07-19,2021-08-10,14.840999999999998,16.49,DEL0621CGK69238,CARDINAL HEALTH,WV,WHEELING,26003,USA,CLIFTON,NJ,07011,USA,
29.67,2021-07-24,2021-08-09,26.703000000000003,29.67,DM18347,MCKESSON CORPORATION,MI,LIVONIA,48150,USA,BATTLE CREEK,MI,49037,USA,
10.81,2021-07-23,2021-08-13,9.729,10.81,DM19767,MCKESSON CORPORATION,MO,O''FALLON,63366,USA,POPLAR BLUFF,MO,63901,USA,
14.61,2021-07-28,2021-08-11,13.149,14.61,DM20457,MCKESSON CORPORATION,OH,WASHINGTON CT HOUSE,43160,USA,DAYTON,OH,45428,USA,
463.71,2021-07-19,2021-08-10,417.339,463.71,DSG07410687102153,DMS PHARMACEUTICAL GROUP,IL,PARK RIDGE,60068,USA,PARK RIDGE,IL,60068,USA,
51231.66,2021-07-02,2021-08-09,46108.494000000006,51231.66,ERX62021005,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
522.6,2021-08-09,2021-08-11,470.34,527.82,EXPAR000294911,EXP AMERISOURCEBERGEN RETL ACC,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
18.0,2021-08-10,2021-08-12,16.2,18.18,EXPNCR0821188384,AMERISOURCEBERGEN,MN,SHAKOPEE,55379,USA,SILVER SPRING,MD,20902,USA,
337.93,2021-08-10,2021-08-12,304.137,341.32,EXPNCR0821188428,AMERISOURCEBERGEN DRUG CORP,FL,ORLANDO,32829,USA,NEW PORT RICHEY,FL,34653,USA,
69.45,2021-08-10,2021-08-12,62.505,70.14,EXPNCR0821188493,CARDINAL HEALTH,WI,HUDSON,54016,USA,ALBERT LEA,MN,56007,USA,
44.26,2021-08-10,2021-08-12,39.834,44.7,EXPNCR0821188701,LOUISIANA WHOLESALE DRUG CO,LA,SUNSET,70584,USA,JENA,LA,71342,USA,
217.73,2021-08-10,2021-08-12,195.957,219.91,EXPNCR0821188702,LOUISIANA WHOLESALE DRUG CO,LA,SUNSET,70584,USA,JENA,LA,71342,USA,
945.62,2021-08-10,2021-08-12,851.058,955.07,EXPNCR0821188857,N C MUTUAL WHOLESALE DRUG CO,NC,DURHAM,27703,USA,DURHAM,NC,27704,USA,
363.03,2021-08-10,2021-08-12,326.727,366.66,EXPNCR0821188858,N C MUTUAL WHOLESALE DRUG CO,NC,DURHAM,27703,USA,ELIZABETH CITY,NC,27909,USA,
68.85,2021-08-10,2021-08-12,61.965,69.54,EXPNCR0821188859,N C MUTUAL WHOLESALE DRUG CO,NC,DURHAM,27703,USA,ROCKY MOUNT,NC,27801,USA,
70.22,2021-07-19,2021-08-10,63.198,70.22,EZ58833,DAKOTA DRUG INC.,MN,ANOKA,55303,USA,CLARISSA,MN,56440,USA,
10.91,2021-07-19,2021-08-10,9.819,10.91,EZ58835,DAKOTA DRUG INC.,MN,ANOKA,55303,USA,VALLEY CITY,ND,58072,USA,
5.33,2021-07-19,2021-08-10,4.797,5.33,EZ58842,DAKOTA DRUG INC.,MN,ANOKA,55303,USA,BELOIT,WI,53511,USA,
32.48,2021-07-29,2021-08-13,29.232,32.48,EZ58852,DAKOTA DRUG INC.,MN,ANOKA,55303,USA,ROCHESTER,MN,55906,USA,
16.41,2021-08-04,2021-08-09,14.769,16.41,EZ58854C2,DAKOTA DRUG INC.,MN,ANOKA,55303,USA,ROCHESTER,MN,55906,USA,
83.94,2021-07-29,2021-08-13,75.54599999999998,83.94,EZ58860,DAKOTA DRUG INC.,MN,ANOKA,55303,USA,KEWASKUM,WI,53040,USA,
215.55,2021-07-19,2021-08-10,193.995,215.55,EZM58961,DAKOTA DRUG INC.,MN,ANOKA,55303,USA,CORALVILLE,IA,52241,USA,
741.07,2021-07-29,2021-08-09,666.9630000000001,741.07,EZM58963C2,DAKOTA DRUG INC.,MN,ANOKA,55303,USA,VERMILLION,SD,57069,USA,
15.71,2021-08-04,2021-08-09,14.139,15.71,EZM58981C2,DAKOTA DRUG INC.,MN,ANOKA,55303,USA,ACKLEY,IA,50601,USA,
790.42,2021-07-29,2021-08-13,711.3779999999999,790.42,EZM58982,DAKOTA DRUG INC.,MN,ANOKA,55303,USA,CUBA CITY,WI,53807,USA,
0.0,2021-07-19,2021-08-10,0.0,0.0,EZR57778,DAKOTA DRUG INC.,MN,ANOKA,55303,USA,BRAINERD,MN,56401,USA,
0.0,2021-08-04,2021-08-09,0.0,0.0,EZR57794C2,DAKOTA DRUG INC.,MN,ANOKA,55303,USA,WISHEK,ND,58495,USA,
240.0,2021-07-26,2021-08-09,216.0,240.0,FRK0721,CARDINAL HEALTH,WV,WHEELING,26003,USA,FRANKLIN,PA,16323,USA,
131.2,2021-08-06,2021-08-09,118.07999999999998,132.7,HMP21071996,HEALTH MART PILOT C/O MCKESSON,IL,DANVILLE,61834,USA,DANVILLE,IL,61834,USA,
681.59,2021-07-23,2021-08-09,613.431,681.59,JB061721BC21819,AMERISOURCEBERGEN DRUG CORPORATION,GA,BUFORD,30518,USA,CLEVELAND,TN,37311,USA,
77.25,2021-08-06,2021-08-09,69.525,77.25,JB062321FC21819,MORRIS & DICKSON,LA,SHREVEPORT,71115,USA,PURVIS,MS,39475,USA,
110.5,2021-08-07,2021-08-10,99.45,110.5,KJ063021CC21819,J M SMITH CORPORATION,SC,SPARTANBURG,29301,USA,TRAVELERS REST,SC,29690,USA,
278.0,2021-08-10,2021-08-10,250.2,278.0,KR070621EC21819,VALUE DRUG COMPANY,PA,DUNCANSVILLE,16635,USA,MCKEESPORT,PA,15132,USA,
1701.02,2021-06-26,2021-08-12,1530.918,1701.02,KRA2167AMN,CARDINAL HEALTH,WV,WHEELING,26003,USA,ROUND ROCK,TX,78664,USA,
14.2,2021-07-21,2021-08-13,12.78,14.2,MK062521C,CARDINAL HEALTH,NC,GREENSBORO,27407,USA,ATKINSON,NC,28421,USA,
24.0,2021-07-16,2021-08-13,21.6,24.0,MK062521E,CARDINAL HEALTH,IL,AURORA,60502,USA,WARREN,MI,48088,USA,
126.05,2021-07-16,2021-08-13,113.445,126.05,MK063021B,LOUISIANA WHOLESALE DRUG CO,LA,SUNSET,70584,USA,TYLERTOWN,MS,39667,USA,
51.87,2021-07-17,2021-08-13,46.683,51.87,MKRX80828A4510,MCKESSON CORPORATION,IL,AURORA,60502,USA,DANVILLE,IL,61832,USA,
14.3,2021-08-10,2021-08-12,12.87,14.3,MKRX86680A4510,MCKESSON CORPORATION,IL,AURORA,60502,USA,OGEMA,MN,56569,USA,
86.99,2021-08-02,2021-08-12,78.291,86.99,MSPX0521,CARDINAL HEALTH,WV,WHEELING,26003,USA,PUNXSUTAWNEY,PA,15767,USA,
186.38,2021-08-12,2021-08-13,167.742,186.38,NPRO000179256,MCKESSON CORPORATION,AL,MCCALLA,35111,USA,GADSDEN,AL,35901,USA,
0.0,2021-08-10,2021-08-11,0.0,0.0,OMG060721HK,AMERISOURCEBERGEN,PA,BETHLEHEM,18017-9434,USA,TRENTON,NJ,08611,USA,
0.0,2021-08-10,2021-08-12,0.0,0.0,OMG060921HK,AMERISOURCEBERGEN,PA,BETHLEHEM,18017-9434,USA,EWING,NJ,08618,USA,
977.43,2021-08-02,2021-08-12,879.6869999999999,977.43,ORX-2104-10452,CARDINAL HEALTH,IL,AURORA,60502,USA,PASO ROBLES,CA,93446,USA,
333.69,2021-07-01,2021-08-09,300.321,333.69,ORX-2104-10508,CARDINAL HEALTH,IL,AURORA,60502,USA,LOS ANGELES,CA,90033,USA,
598.95,2021-08-02,2021-08-12,539.0550000000001,598.95,ORX-2104-10685,CARDINAL HEALTH,IL,AURORA,60502,USA,OXNARD,CA,93030,USA,
264.25,2021-08-10,2021-08-13,237.825,264.25,ORX-2104-40033-C2,DAKOTA DRUG INC.,MN,ANOKA,55303,USA,ROCKWELL CITY,IA,50579,USA,
123.38,2021-07-20,2021-08-12,111.042,123.38,ORX-2106-10334,CARDINAL HEALTH,IL,AURORA,60502,USA,WASHINGTON,LA,70589,USA,
46.07,2021-07-27,2021-08-09,41.463,46.07,ORX-2107-10004,CARDINAL HEALTH,CA,VALENCIA,91355,USA,LOMPOC,CA,93436,USA,
323.78,2021-07-28,2021-08-11,291.402,323.78,ORX-2107-10083,CARDINAL HEALTH,IL,AURORA,60502,USA,VENTURA,CA,93003,USA,
33.55,2021-08-02,2021-08-12,30.195,33.55,ORX-AD-0452,CARDINAL HEALTH,IL,AURORA,60502,USA,GALVESTON,TX,77550,USA,
80.4,2021-08-02,2021-08-12,72.36,80.4,ORX-AE-0181,CARDINAL HEALTH,IL,AURORA,60502,USA,HONOLULU,HI,96826,USA,
33.55,2021-07-19,2021-08-10,30.195,33.55,ORX-AG-0274,CARDINAL HEALTH,IL,AURORA,60502,USA,ATLANTIC CITY,NJ,08401,USA,
273.01,2021-07-19,2021-08-10,245.709,273.01,ORX-AG-0358,CARDINAL HEALTH,IL,AURORA,60502,USA,BOSTON,MA,02114,USA,
7.45,2021-07-23,2021-08-13,6.705,7.45,ORX-AG-0538,CARDINAL HEALTH,IL,AURORA,60502,USA,TOMS RIVER,NJ,08755,USA,
343.79,2021-08-02,2021-08-12,309.411,343.79,ORX-AG-0775,CARDINAL HEALTH,FL,LAKELAND,33805,USA,FORT MYERS,FL,33908,USA,
140.79,2021-07-01,2021-08-09,126.71099999999998,140.79,ORX1H-2105-20687,AMERISOURCEBERGEN,MN,SHAKOPEE,55379,USA,WEST COVINA,CA,91790,USA,
287.16,2021-07-01,2021-08-09,258.444,287.16,ORX1H-2105-20928,AMERISOURCEBERGEN,MN,SHAKOPEE,55379,USA,TRENTON,NJ,08629,USA,
